index,premium
435,310.0
436,310.0
437,310.0
438,310.0
439,310.0
440,1202.693998587314
441,310.0
442,1721.6280972935353
443,1201.4612091687081
444,310.0
445,310.0
446,310.0
447,310.0
448,310.0
449,310.0
450,310.0
451,1388.6603265726483
452,1202.0659067212903
453,310.0
454,310.0
455,310.0
456,310.0
457,1403.172970453368
458,310.0
459,310.0
460,310.0
461,310.0
462,310.0
463,310.0
464,310.0
465,310.0
466,310.0
467,310.0
468,310.0
469,310.0
470,310.0
471,1190.003307251413
472,310.0
473,686.4808297698916
474,310.0
475,310.0
476,310.0
477,310.0
478,310.0
479,310.0
480,310.0
481,310.0
482,310.0
483,310.0
484,425.61729618398925
485,310.0
486,310.0
487,310.0
488,592.8645246483995
489,310.0
490,310.0
491,310.0
492,310.0
493,310.0
494,310.0
495,310.0
496,310.0
497,310.0
498,310.0
499,310.0
500,310.0
501,310.0
502,310.0
503,310.0
504,310.0
505,310.0
506,310.0
507,310.0
508,733.6135752709544
509,310.0
510,310.0
511,310.0
512,310.0
513,2760.270054038214
514,310.0
515,310.0
516,310.0
517,310.0
518,310.0
519,310.0
520,310.0
521,310.0
522,310.0
523,310.0
524,310.0
525,310.0
526,1178.3824068493304
527,310.0
528,310.0
529,310.0
530,310.0
531,310.0
532,310.0
533,310.0
534,310.0
535,310.0
536,310.0
537,310.0
538,310.0
539,310.0
540,310.0
541,310.0
542,310.0
543,310.0
544,310.0
545,310.0
546,310.0
547,310.0
548,310.0
549,310.0
550,310.0
551,310.0
552,310.0
553,310.0
554,310.0
555,310.0
556,310.0
557,310.0
558,310.0
559,310.0
560,310.0
561,310.0
562,454.98219637117495
563,310.0
564,310.0
565,310.0
566,310.0
567,310.0
568,310.0
569,310.0
570,310.0
571,310.0
572,310.0
573,310.0
574,1881.1173803778734
575,310.0
576,310.0
577,310.0
578,310.0
579,310.0
580,310.0
581,737.4439860589222
582,310.0
583,310.0
584,310.0
585,1715.2900973569904
586,310.0
587,310.0
588,310.0
589,310.0
590,310.0
591,310.0
592,310.0
593,310.0
594,310.0
595,310.0
596,310.0
597,310.0
598,310.0
599,310.0
600,310.0
601,310.0
602,310.0
603,310.0
604,310.0
605,310.0
606,310.0
607,310.0
608,310.0
609,310.0
610,1272.4296886680347
611,310.0
612,310.0
613,310.0
614,310.0
615,310.0
616,310.0
617,310.0
618,310.0
619,310.0
620,2120.5593107012437
621,310.0
622,310.0
623,310.0
624,310.0
625,310.0
626,310.0
627,310.0
628,310.0
629,310.0
630,310.0
631,310.0
632,310.0
633,310.0
634,310.0
635,310.0
636,310.0
637,310.0
638,310.0
639,310.0
640,1443.7203262725395
641,310.0
642,310.0
643,310.0
644,310.0
645,310.0
646,310.0
647,310.0
648,310.0
649,1034.0850665289054
650,310.0
651,1643.6324396649777
652,1155.8469808573602
653,1235.078624436577
654,310.0
655,310.0
656,310.0
657,310.0
658,310.0
659,310.0
660,310.0
661,310.0
662,310.0
663,310.0
664,310.0
665,310.0
666,310.0
667,310.0
668,310.0
669,310.0
670,310.0
671,310.0
672,310.0
673,310.0
674,310.0
675,310.0
676,310.0
677,310.0
678,310.0
679,310.0
680,310.0
681,310.0
682,310.0
683,310.0
684,310.0
685,310.0
686,310.0
687,310.0
688,310.0
689,1228.9436599294174
690,1150.2689770889544
691,310.0
692,310.0
693,310.0
694,310.0
695,310.0
696,2437.366739038124
697,1095.5103251380697
698,310.0
699,310.0
700,310.0
701,310.0
702,310.0
703,310.0
704,310.0
705,310.0
706,1120.993051052573
707,310.0
708,310.0
709,686.1117230763069
710,310.0
711,310.0
712,310.0
713,310.0
714,3261.398779213644
715,310.0
716,310.0
717,310.0
718,310.0
719,310.0
720,1232.911435057605
721,310.0
722,310.0
723,310.0
724,1034.2930323536652
725,310.0
726,310.0
727,310.0
728,310.0
729,310.0
730,310.0
731,310.0
732,310.0
733,310.0
734,310.0
735,310.0
736,310.0
737,310.0
738,1937.053501484251
739,310.0
740,310.0
741,310.0
742,310.0
743,310.0
744,871.650426489536
745,310.0
746,310.0
747,310.0
748,310.0
749,1330.7084661339586
750,601.8070259670131
751,310.0
752,310.0
753,310.0
754,310.0
755,310.0
756,310.0
757,310.0
758,310.0
759,310.0
760,1117.4538036114857
761,310.0
762,310.0
763,310.0
764,310.0
765,310.0
766,1074.8265635682112
767,310.0
768,310.0
769,310.0
770,310.0
771,310.0
772,310.0
773,310.0
774,1460.6506129876957
775,332.25741034129305
776,310.0
777,310.0
778,310.0
779,310.0
780,310.0
781,310.0
782,310.0
783,594.8985812215493
784,310.0
785,310.0
786,310.0
787,310.0
788,1381.7276339659452
789,1524.1989672742131
790,310.0
791,1124.7208821822562
792,310.0
793,310.0
794,310.0
795,310.0
796,310.0
797,310.0
798,310.0
799,310.0
800,310.0
801,1343.1829695532747
802,356.14701410092204
803,1045.3013246022238
804,310.0
805,1287.4199188491198
806,310.0
807,310.0
808,310.0
809,310.0
810,310.0
811,310.0
812,310.0
813,310.0
814,310.0
815,1111.5364731755321
816,310.0
817,310.0
818,310.0
819,310.0
820,1795.6581687919986
821,310.0
822,310.0
823,310.0
824,310.0
825,310.0
826,310.0
827,310.0
828,310.0
829,310.0
830,310.0
831,310.0
832,310.0
833,310.0
834,310.0
835,310.0
836,310.0
837,1558.9221165642564
838,871.8109260717152
839,310.0
840,310.0
841,310.0
842,310.0
843,310.0
844,310.0
845,310.0
846,310.0
847,310.0
848,1570.1092395857477
849,310.0
850,310.0
851,310.0
852,310.0
853,310.0
854,310.0
855,310.0
856,767.6014073340648
857,310.0
858,310.0
859,310.0
860,310.0
861,310.0
862,310.0
863,310.0
864,310.0
865,310.0
866,310.0
867,310.0
868,310.0
869,310.0
870,305.95192623001606
871,811.918944544853
872,1232.516603492251
873,310.0
874,310.0
875,310.0
876,310.0
877,310.0
878,1603.3184979957107
879,310.0
880,310.0
881,310.0
882,310.0
883,902.3587784570917
884,310.0
885,310.0
886,310.0
887,310.0
888,310.0
889,310.0
890,310.0
891,310.0
892,310.0
893,310.0
894,310.0
895,310.0
896,310.0
897,310.0
898,310.0
899,310.0
900,727.3174866487517
901,310.0
902,310.0
903,310.0
904,1449.0544618323552
905,310.0
906,310.0
907,310.0
908,1321.461504940618
909,310.0
910,310.0
911,310.0
912,310.0
913,310.0
914,310.0
915,310.0
916,310.0
917,310.0
918,892.1673615210149
919,310.0
920,310.0
921,1972.8657807172729
922,310.0
923,310.0
924,729.4513318039916
925,310.0
926,310.0
927,310.0
928,310.0
929,310.0
930,310.0
931,310.0
932,310.0
933,310.0
934,310.0
935,310.0
936,310.0
937,310.0
938,310.0
939,310.0
940,310.0
941,310.0
942,310.0
943,310.0
944,310.0
945,310.0
946,310.0
947,310.0
948,310.0
949,310.0
950,310.0
951,310.0
952,1341.3788771631578
953,310.0
954,310.0
955,310.0
956,310.0
957,310.0
958,310.0
959,310.0
960,310.0
961,310.0
962,310.0
963,310.0
964,310.0
965,1180.8167163092485
966,310.0
967,310.0
968,310.0
969,310.0
970,310.0
971,731.6603554235331
972,310.0
973,310.0
974,310.0
975,310.0
976,1023.5741190552699
977,310.0
978,310.0
979,310.0
980,315.1778935554221
981,310.0
982,310.0
983,310.0
984,310.0
985,310.0
986,310.0
987,310.0
988,310.0
989,310.0
990,310.0
991,310.0
992,319.2445594259704
993,310.0
994,310.0
995,310.0
996,310.0
997,310.0
998,310.0
999,310.0
1000,310.0
1001,310.0
1002,310.0
1003,310.0
1004,310.0
1005,310.0
1006,310.0
1007,310.0
1008,310.0
1009,310.0
1010,310.0
1011,310.0
1012,310.0
1013,310.0
1014,310.0
1015,310.0
1016,310.0
1017,310.0
1018,310.0
1019,310.0
1020,310.0
1021,310.0
1022,310.0
1023,310.0
1024,310.0
1025,310.0
1026,310.0
1027,310.0
1028,310.0
1029,310.0
1030,1245.0988589205958
1031,310.0
1032,310.0
1033,310.0
1034,310.0
1035,310.0
1036,310.0
1037,310.0
1038,310.0
1039,310.0
1040,310.0
1041,1115.2522380163991
1042,713.5357948372493
1043,310.0
1044,310.0
1045,310.0
1046,310.0
1047,1754.8492434998175
1048,310.0
1049,310.0
1050,310.0
1051,310.0
1052,310.0
1053,1385.349667797971
1054,310.0
1055,310.0
1056,310.0
1057,310.0
1058,310.0
1059,310.0
1060,310.0
1061,310.0
1062,310.0
1063,310.0
1064,310.0
1065,310.0
1066,310.0
1067,310.0
1068,310.0
1069,310.0
1070,310.0
1071,310.0
1072,310.0
1073,310.0
1074,310.0
1075,310.0
1076,310.0
1077,310.0
1078,310.0
1079,310.0
1080,754.80145877209
1081,317.0778543676602
1082,310.0
1083,310.0
1084,1393.905201641944
1085,310.0
1086,310.0
1087,310.0
1088,310.0
1089,310.0
1090,310.0
1091,310.0
1092,310.0
1093,310.0
1094,310.0
1095,310.0
1096,310.0
1097,310.0
1098,1299.4500079682923
1099,310.0
1100,310.0
1101,310.0
1102,310.0
1103,310.0
1104,1098.3155989462616
1105,310.0
1106,310.0
1107,310.0
1108,310.0
1109,310.0
1110,310.0
1111,310.0
1112,310.0
1113,310.0
1114,310.0
1115,310.0
1116,310.0
1117,310.0
1118,310.0
1119,1202.289296133695
1120,310.0
1121,310.0
1122,310.0
1123,634.2283200894287
1124,310.0
1125,310.0
1126,310.0
1127,1169.6389033676205
1128,310.0
1129,310.0
1130,310.0
1131,310.0
1132,310.0
1133,310.0
1134,310.0
1135,310.0
1136,819.9430466783052
1137,310.0
1138,310.0
1139,310.0
1140,310.0
1141,310.0
1142,310.0
1143,310.0
1144,310.0
1145,310.0
1146,310.0
1147,310.0
1148,310.0
1149,310.0
1150,310.0
1151,310.0
1152,310.0
1153,310.0
1154,310.0
1155,310.0
1156,310.0
1157,310.0
1158,1009.2542756019658
1159,310.0
1160,310.0
1161,310.0
1162,310.0
1163,310.0
1164,1120.7171301327007
1165,310.0
1166,310.0
1167,310.0
1168,310.0
1169,310.0
1170,310.0
1171,310.0
1172,359.2222945992598
1173,310.0
1174,310.0
1175,310.0
1176,310.0
1177,310.0
1178,310.0
1179,310.0
1180,310.0
1181,310.0
1182,1839.1086385408057
1183,310.0
1184,310.0
1185,310.0
1186,310.0
1187,310.0
1188,310.0
1189,310.0
1190,310.0
1191,310.0
1192,310.0
1193,310.0
1194,310.0
1195,1068.4794963928348
1196,310.0
1197,310.0
1198,310.0
1199,1889.7655846410762
1200,310.0
1201,1089.2755809367736
1202,310.0
1203,310.0
1204,310.0
1205,310.0
1206,310.0
1207,310.0
1208,310.0
1209,310.0
1210,310.0
1211,310.0
1212,310.0
1213,310.0
1214,310.0
1215,310.0
1216,310.0
1217,310.0
1218,1643.9926696283121
1219,310.0
1220,310.0
1221,310.0
1222,310.0
1223,310.0
1224,310.0
1225,310.0
1226,310.0
1227,310.0
1228,310.0
1229,310.0
1230,310.0
1231,3041.536529162827
1232,310.0
1233,310.0
1234,310.0
1235,310.0
1236,310.0
1237,310.0
1238,310.0
1239,310.0
1240,310.0
1241,310.0
1242,310.0
1243,310.0
1244,1365.4686095609484
1245,423.8539917564286
1246,1300.1534546139128
1247,310.0
1248,310.0
1249,310.0
1250,310.0
1251,310.0
1252,1259.042824441877
1253,310.0
1254,310.0
1255,310.0
1256,310.0
1257,310.0
1258,310.0
1259,1234.8514258411747
1260,310.0
1261,310.0
1262,310.0
1263,1250.4655721713048
1264,1096.189684504279
1265,310.0
1266,310.0
1267,734.2937140556635
1268,310.0
1269,310.0
1270,310.0
1271,310.0
1272,310.0
1273,310.0
1274,310.0
1275,310.0
1276,310.0
1277,310.0
1278,310.0
1279,310.0
1280,310.0
1281,310.0
1282,310.0
1283,310.0
1284,310.0
1285,310.0
1286,310.0
1287,310.0
1288,310.0
1289,310.0
1290,310.0
1291,310.0
1292,310.0
1293,1543.6077371259855
1294,1105.9960780525373
1295,876.6086597897377
1296,310.0
1297,1264.7866167738453
1298,310.0
1299,310.0
1300,310.0
1301,310.0
1302,1627.4618233617775
1303,310.0
1304,310.0
1305,310.0
1306,323.9748021914477
1307,310.0
1308,310.0
1309,310.0
1310,310.0
1311,310.0
1312,405.64129429885975
1313,310.0
1314,310.0
1315,310.0
1316,310.0
1317,310.0
1318,310.0
1319,310.0
1320,310.0
1321,310.0
1322,310.0
1323,310.0
1324,310.0
1325,310.0
1326,310.0
1327,1412.934629390124
1328,310.0
1329,310.0
1330,310.0
1331,310.0
1332,310.0
1333,310.0
1334,310.0
1335,310.0
1336,310.0
1337,310.0
1338,310.0
1339,310.0
1340,712.5636006538131
1341,310.0
1342,310.0
1343,1492.206885795807
1344,310.0
1345,310.0
1346,310.0
1347,310.0
1348,310.0
1349,310.0
1350,310.0
1351,310.0
1352,310.0
1353,310.0
1354,310.0
1355,310.0
1356,310.0
1357,310.0
1358,310.0
1359,310.0
1360,1276.5778293373842
1361,310.0
1362,310.0
1363,310.0
1364,310.0
1365,310.0
1366,310.0
1367,310.0
1368,310.0
1369,310.0
1370,310.0
1371,773.1844253550486
1372,310.0
1373,310.0
1374,310.0
1375,310.0
1376,310.0
1377,310.0
1378,310.0
1379,310.0
1380,310.0
1381,310.0
1382,310.0
1383,310.0
1384,310.0
1385,310.0
1386,310.0
1387,310.0
1388,310.0
1389,310.0
1390,310.0
1391,310.0
1392,310.0
1393,310.0
1394,310.0
1395,310.0
1396,310.0
1397,310.0
1398,310.0
1399,310.0
1400,310.0
1401,310.0
1402,310.0
1403,310.0
1404,310.0
1405,374.3561986824353
1406,310.0
1407,310.0
1408,310.0
1409,749.96447351336
1410,8260.096161332
1411,310.0
1412,310.0
1413,310.0
1414,310.0
1415,310.0
1416,310.0
1417,310.0
1418,310.0
1419,310.0
1420,310.0
1421,310.0
1422,310.0
1423,310.0
1424,310.0
1425,310.0
1426,310.0
1427,310.0
1428,310.0
1429,310.0
1430,667.0659725097423
1431,310.0
1432,310.0
1433,310.0
1434,1227.4597775771567
1435,310.0
1436,310.0
1437,310.0
1438,310.0
1439,310.0
1440,1137.410476540952
1441,1694.3131455740345
1442,310.0
1443,310.0
1444,310.0
1445,310.0
1446,310.0
1447,310.0
1448,310.0
1449,310.0
1450,310.0
1451,310.0
1452,310.0
1453,310.0
1454,310.0
1455,310.0
1456,310.0
1457,310.0
1458,310.0
1459,310.0
1460,310.0
1461,310.0
1462,310.0
1463,310.0
1464,310.0
1465,310.0
1466,310.0
1467,310.0
1468,310.0
1469,310.0
1470,1357.6667023774912
1471,310.0
1472,310.0
1473,310.0
1474,310.0
1475,310.0
1476,310.0
1477,310.0
1478,310.0
1479,820.2889275537998
1480,310.0
1481,310.0
1482,310.0
1483,310.0
1484,310.0
1485,310.0
1486,310.0
1487,310.0
1488,310.0
1489,310.0
1490,310.0
1491,310.0
1492,310.0
1493,310.0
1494,310.0
1495,310.0
1496,310.0
1497,310.0
1498,310.0
1499,310.0
1500,310.0
1501,310.0
1502,310.0
1503,310.0
1504,705.6042667313626
1505,1551.1223379241617
1506,310.0
1507,310.0
1508,310.0
1509,310.0
1510,310.0
1511,310.0
1512,1655.163416361714
1513,310.0
1514,371.07897007846634
1515,310.0
1516,310.0
1517,310.0
1518,310.0
1519,310.0
1520,1352.2781761911508
1521,310.0
1522,310.0
1523,310.0
1524,310.0
1525,858.3747899171722
1526,310.0
1527,310.0
1528,310.0
1529,310.0
1530,310.0
1531,310.0
1532,310.0
1533,310.0
1534,310.0
1535,310.0
1536,310.0
1537,310.0
1538,310.0
1539,310.0
1540,310.0
1541,310.0
1542,2129.88047006375
1543,310.0
1544,310.0
1545,310.0
1546,310.0
1547,310.0
1548,310.0
1549,310.0
1550,1199.743579898993
1551,310.0
1552,1470.4510083608268
1553,310.0
1554,310.0
1555,310.0
1556,1002.5648698221963
1557,310.0
1558,310.0
1559,310.0
1560,310.0
1561,310.0
1562,310.0
1563,310.0
1564,310.0
1565,310.0
1566,310.0
1567,310.0
1568,310.0
1569,1371.2495541654528
1570,310.0
1571,310.0
1572,310.0
1573,310.0
1574,310.0
1575,310.0
1576,310.0
1577,310.0
1578,1629.7312652408516
1579,310.0
1580,310.0
1581,310.0
1582,310.0
1583,310.0
1584,310.0
1585,566.1155545149134
1586,310.0
1587,463.0835389478468
1588,310.0
1589,310.0
1590,310.0
1591,310.0
1592,310.0
1593,310.0
1594,310.0
1595,310.0
1596,310.0
1597,310.0
1598,310.0
1599,310.0
1600,310.0
1601,310.0
1602,1091.2719233205235
1603,310.0
1604,310.0
1605,310.0
1606,310.0
1607,310.0
1608,310.0
1609,310.0
1610,310.0
1611,310.0
1612,310.0
1613,310.0
1614,310.0
1615,310.0
1616,310.0
1617,1091.6885013416859
1618,310.0
1619,310.0
1620,310.0
1621,310.0
1622,1418.2057475544068
1623,310.0
1624,310.0
1625,310.0
1626,310.0
1627,310.0
1628,310.0
1629,310.0
1630,310.0
1631,2225.654208763846
1632,310.0
1633,310.0
1634,310.0
1635,1663.292727144331
1636,310.0
1637,310.0
1638,368.22767940239686
1639,310.0
1640,310.0
1641,310.0
1642,310.0
1643,310.0
1644,310.0
1645,310.0
1646,310.0
1647,310.0
1648,310.0
1649,310.0
1650,310.0
1651,310.0
1652,310.0
1653,310.0
1654,310.0
1655,310.0
1656,310.0
1657,310.0
1658,310.0
1659,310.0
1660,310.0
1661,310.0
1662,310.0
1663,2614.677415164388
1664,310.0
1665,310.0
1666,310.0
1667,310.0
1668,595.1967076967387
1669,310.0
1670,310.0
1671,310.0
1672,310.0
1673,310.0
1674,310.0
1675,310.0
1676,310.0
1677,310.0
1678,457.8014054177116
1679,310.0
1680,2032.4525306706798
1681,310.0
1682,345.13860947533516
1683,310.0
1684,310.0
1685,310.0
1686,310.0
1687,310.0
1688,310.0
1689,310.0
1690,458.82960513388633
1691,657.5784370915555
1692,310.0
1693,310.0
1694,1102.4162343660284
1695,310.0
1696,310.0
1697,310.0
1698,310.0
1699,310.0
1700,310.0
1701,310.0
1702,310.0
1703,310.0
1704,310.0
1705,310.0
1706,310.0
1707,1523.6895446782776
1708,310.0
1709,310.0
1710,310.0
1711,310.0
1712,310.0
1713,310.0
1714,310.0
1715,310.0
1716,310.0
1717,1181.3101571939421
1718,1325.0713355932744
1719,1236.7521618518463
1720,310.0
1721,310.0
1722,1324.9344578409066
1723,310.0
1724,310.0
1725,310.0
1726,310.0
1727,310.0
1728,310.0
1729,310.0
1730,310.0
1731,310.0
1732,310.0
1733,310.0
1734,310.0
1735,316.71503332875466
1736,310.0
1737,1087.2752573617045
1738,310.0
1739,310.0
1740,310.0
1741,1142.8425009006862
1742,310.0
1743,310.0
1744,597.6322090761983
1745,310.0
1746,310.0
1747,310.0
1748,310.0
1749,310.0
1750,310.0
1751,310.0
1752,310.0
1753,310.0
1754,310.0
1755,310.0
1756,310.0
1757,310.0
1758,310.0
1759,310.0
1760,310.0
1761,1401.7774276522202
1762,310.0
1763,310.0
1764,310.0
1765,310.0
1766,310.0
1767,310.0
1768,310.0
1769,310.0
1770,310.0
1771,310.0
1772,310.0
1773,310.0
1774,310.0
1775,310.0
1776,310.0
1777,310.0
1778,310.0
1779,351.679549919205
1780,310.0
1781,1563.9345984367606
1782,1333.9835240307036
1783,1075.2935439228336
1784,310.0
1785,310.0
1786,310.0
1787,310.0
1788,310.0
1789,310.0
1790,310.0
1791,310.0
1792,310.0
1793,310.0
1794,310.0
1795,1200.0017238405467
1796,395.4553809482502
1797,310.0
1798,310.0
1799,4918.646630209088
1800,790.851684747857
1801,310.0
1802,310.0
1803,1120.8185507596372
1804,310.0
1805,310.0
1806,310.0
1807,310.0
1808,310.0
1809,310.0
1810,310.0
1811,310.0
1812,310.0
1813,733.6033841821672
1814,310.0
1815,310.0
1816,310.0
1817,310.0
1818,310.0
1819,310.0
1820,324.72334567985274
1821,1230.448715523783
1822,310.0
1823,310.0
1824,474.01612083201115
1825,310.0
1826,1226.7398945836671
1827,310.0
1828,1139.5133814303613
1829,310.0
1830,310.0
1831,13259.279213164335
1832,310.0
1833,310.0
1834,310.0
1835,310.0
1836,310.0
1837,310.0
1838,310.0
1839,310.0
1840,310.0
1841,310.0
1842,310.0
1843,310.0
1844,310.0
1845,310.0
1846,310.0
1847,865.406634516517
1848,1085.5247894020686
1849,310.0
1850,310.0
1851,367.9442438397928
1852,310.0
1853,310.0
1854,310.0
1855,379.9596664252606
1856,310.0
1857,310.0
1858,310.0
1859,320.2528271349354
1860,310.0
1861,310.0
1862,310.0
1863,310.0
1864,310.0
1865,1122.0622396206227
1866,838.1530905190668
1867,310.0
1868,310.0
1869,310.0
1870,310.0
1871,310.0
1872,310.0
1873,310.0
1874,310.0
1875,310.0
1876,874.3547203582484
1877,310.0
1878,1103.4560469719263
1879,1869.6150778224783
1880,310.0
1881,310.0
1882,310.0
1883,310.0
1884,310.0
1885,310.0
1886,310.0
1887,310.0
1888,310.0
1889,310.0
1890,310.0
1891,310.0
1892,310.0
1893,310.0
1894,310.0
1895,310.0
1896,310.0
1897,310.0
1898,310.0
1899,310.0
1900,1102.6480250156021
1901,310.0
1902,310.0
1903,310.0
1904,310.0
1905,310.0
1906,467.73157056128497
1907,310.0
1908,2427.844094819922
1909,310.0
1910,310.0
1911,310.0
1912,310.0
1913,310.0
1914,310.0
1915,310.0
1916,310.0
1917,310.0
1918,310.0
1919,310.0
1920,310.0
1921,1771.3090935763141
1922,310.0
1923,310.0
1924,310.0
1925,310.0
1926,310.0
1927,568.513823571755
1928,310.0
1929,310.0
1930,310.0
1931,310.0
1932,310.0
1933,310.0
1934,310.0
1935,310.0
1936,310.0
1937,310.0
1938,310.0
1939,310.0
1940,310.0
1941,310.0
1942,310.0
1943,310.0
1944,1884.3636780109632
1945,310.0
1946,310.0
1947,310.0
1948,310.0
1949,310.0
1950,310.0
1951,310.0
1952,310.0
1953,310.0
1954,310.0
1955,310.0
1956,2027.2104588122595
1957,310.0
1958,310.0
1959,310.0
1960,310.0
1961,310.0
1962,310.0
1963,310.0
1964,310.0
1965,310.0
1966,310.0
1967,310.0
1968,2091.426480706974
1969,310.0
1970,310.0
1971,310.0
1972,310.0
1973,310.0
1974,310.0
1975,310.0
1976,310.0
1977,1884.3221848933392
1978,310.0
1979,310.0
